Gene	TCGA-AA-3850	TCGA-AA-3845	TCGA-AA-3852	TCGA-G4-6302	TCGA-AA-3492	TCGA-G4-6314	TCGA-G4-6311	TCGA-A6-2672	TCGA-DM-A1HA	TCGA-DM-A1HB
ZC3H7A	539	990	575	1478	737	2018	1374	903	2321	2328
PRM2	0	0	0	0	0	0	0	0	0	0
SERAC1	225	287	241	645	456	489	410	310	324	758
ANXA11	5559	6146	5141	14707	4349	18182	16004	6438	32267	24971
LDB3	5	91	6	1646	6	587	34	18	66	15
OPN4	1	1	0	10	2	1	1	1	1	0
FAM35A	383	570	393	1047	521	1293	1070	356	1818	1670
FAM213A	1169	1096	1238	2008	550	2532	2922	74	7884	900
ZNF205	162	193	341	655	363	1017	823	155	1563	610
NAA60	362	267	593	1271	474	1917	1425	602	2719	1686
ODF2L	151	692	413	629	104	732	725	777	451	690
PTGFR	59	57	54	586	18	186	69	51	4	14
SPATA1	10	12	5	10	1	13	16	114	42	11
TRMT13	138	287	118	283	99	503	419	122	440	460
LRRC39	8	12	2	18	3	15	13	22	27	26
RWDD3	56	86	43	166	29	201	231	177	248	206
ZNF644	464	1258	351	1420	437	1723	1351	1397	1401	2237
CCDC18	87	142	74	69	81	226	202	216	141	323
RPAP2	291	621	241	594	299	609	642	813	704	1082
PQLC1	682	791	922	1925	763	1442	1328	632	1047	3486
BBS9	85	195	144	488	238	600	365	368	358	367
PMS2	125	128	192	266	190	598	391	246	807	285
ZMIZ2	2122	2696	3758	3637	1908	11782	8387	2345	17450	6995
OCM	1	0	0	1	0	1	3	0	1	0
SEPT7	1471	4233	1564	7822	1846	8730	5918	918	9645	5464
EEPD1	617	458	432	1088	1087	2537	1141	423	5598	977
KIAA0087	14	3	13	1	0	1	1	18	1	1
KLHL7	240	418	269	984	366	929	930	148	1535	999
HERPUD2	541	849	599	1347	698	1708	1617	646	3390	1076
CBX3	2157	4452	2788	5691	1939	13066	10143	2019	17456	13265
HNRNPA2B1	10588	14928	12351	26634	17196	40549	36938	8993	51649	66212
WIPF3	5	28	8	485	9	51	64	26	36	9
NXPH1	0	0	6	0	0	1	1	0	15	0
NPY	1	2	0	17	0	32	5	2	3	1
FAM126A	126	153	79	675	38	482	434	362	52	129
HOXA7	166	202	246	131	47	1786	214	13	341	157
INHBA	305	788	494	3088	202	3857	4483	1938	120	4126
FKBP9	1527	2271	3133	8142	2374	14252	7503	2278	13699	7678
NT5C3A	572	1607	604	1494	646	2344	1839	504	6248	3341
ARL4A	357	1154	273	1188	579	1781	1691	290	10255	4040
CCZ1	72	200	109	194	184	291	310	222	675	355
POLM	332	565	561	653	544	1302	888	579	2117	1752
RAMP3	170	112	222	1656	382	778	264	66	202	358
MRM2	439	451	714	1132	806	1933	1393	502	2554	2048
TWIST1	35	47	66	218	15	152	365	97	6	106
SMU1	1057	1577	1380	3049	2106	3259	2641	1156	5508	4406
GLIPR2	259	371	323	2468	515	1123	916	317	150	272
SLC25A51	139	186	237	329	177	362	339	327	553	424
CLTA	3650	3852	5805	4905	6050	7216	5942	1525	10835	9901
RECK	127	102	103	659	48	558	188	124	31	69
SPINK4	388	1429	27012	1379	189	11	608	2	13	18928
TAF1L	3	1	3	1	2	0	0	1	1	0
ACO1	1484	1030	2009	2887	3560	2700	2347	2831	3085	3557
PHF24	0	1	4	63	3	19	7	6	8	2
DNAI1	1	35	0	0	0	0	1	7	16	1
DCAF10	491	896	751	1439	736	1721	1405	990	2201	1991
CNTFR	1	15	1	38	2	9	205	0	2	37
KIAA1549	179	440	581	1143	41	1914	1517	854	2585	1329
TRIM24	597	844	518	1071	539	3171	1841	777	3669	2381
C7orf49	248	397	373	840	567	1287	964	451	1623	874
CALD1	2320	3567	2600	62702	1876	29700	11292	3506	850	2959
AKR1D1	0	0	0	1	0	1	2	0	1	0
NUDT10	5	3	2	170	2	31	11	8	0	2
SFTPA1	0	0	0	1	5	0	0	1	0	0
NEUROG3	1	8	2	2	617	1294	0	1	3	281
PLAU	1254	13970	1216	4890	1908	8262	8319	1164	7972	3489
SRGN	1004	1825	936	3389	780	1526	1923	1788	294	1519
CHST3	99	102	160	2232	83	1234	754	341	1034	161
BICC1	146	181	207	1054	119	912	552	476	9	217
ARL4AP1	0	0	0	0	0	0	0	62	4	0
CISD1	682	782	543	1482	944	1560	875	153	779	1866
EGR2	52	88	76	562	65	1085	771	69	2381	83
ECD	434	744	372	1151	806	1738	1176	716	3183	1533
P4HA1	790	3609	987	2324	1619	6389	2465	1492	4014	15919
SLC25A16	604	382	356	518	375	1106	650	427	1170	856
ZWINT	815	1179	860	829	2077	2599	2036	563	2811	4904
VPS26A	1223	2949	903	2639	1130	4556	2935	1044	7376	4731
RBM19	431	468	753	1176	377	1950	1478	1179	2655	1559
CIT	420	891	1344	804	827	1567	1271	1889	2287	2116
IFT81	86	391	146	419	123	544	329	333	461	504
ACADS	1661	1948	1903	1153	3463	1362	1394	360	1789	2579
HVCN1	65	62	48	233	35	182	223	70	184	54
NME2P1	10	17	13	27	70	42	27	4	76	58
DDX54	1349	1620	3291	3646	1947	5477	4222	627	9090	6784
MED13L	750	1524	948	4615	710	3146	3442	4020	3127	2969
CDKN2C	230	250	216	691	283	536	394	177	262	929
RNF11	1012	2845	849	3810	519	2712	1915	576	3854	3640
RASSF8	260	95	66	1279	26	574	298	239	35	136
BHLHE41	286	246	349	1554	245	639	874	476	40	807
SSPN	97	164	181	1581	75	952	522	111	26	160
ITPR2	562	204	1108	1382	471	2406	769	2356	103	455
CCDC91	209	938	196	902	177	753	829	420	2005	637
NECAB1	4	13	4	497	0	197	18	6	5	20
WWP1	1403	1015	713	3670	1594	3266	2555	1121	1974	2608
ACOT9	724	1126	677	1801	924	1877	1813	459	3007	1191
PRDX4	2481	2054	2704	3077	3835	5599	5563	590	5527	9926
DDX39A	2034	1531	2809	1961	5358	3827	4436	1075	5701	5078
PKN1	1210	3806	1651	5311	2003	3385	4476	743	10760	2462
TRIR	2510	2329	2881	3444	3060	4242	4760	1062	5784	7483
ADGRE5	3064	2686	3804	8477	4366	6716	7029	2877	7717	10191
WDR83	83	81	119	234	142	391	293	159	1087	326
GIPC1	4138	4806	4625	4462	4439	6407	6830	1311	11206	7813
ACTRT1	0	0	0	0	0	0	0	0	4	0
CCDC70	0	0	1	1	0	1	0	1	0	1
SPRYD7	275	559	201	598	331	1657	1042	193	1472	1038
EBPL	419	354	787	792	413	2942	2006	259	6577	3115
ATP7B	885	172	248	1760	657	3112	952	1447	1753	1007
ZC3H13	641	1159	616	3369	748	6657	3798	2244	9324	3563
GUCY1B2	15	27	12	6	12	42	26	73	343	1
NLN	504	1513	704	1085	537	2394	2075	584	1511	1243
CENPK	175	403	159	131	130	722	514	376	245	674
OPTN	1783	4868	933	4884	3184	2667	3945	1981	7418	3561
ITIH5	539	190	242	4615	246	3422	344	251	39	91
ATF1	340	1239	288	770	364	1230	990	471	1258	1602
TSFM	528	582	987	1045	1260	1376	834	331	2049	2046
NEUROD4	0	0	0	0	0	0	0	0	0	0
ARHGAP9	187	192	165	278	162	298	325	255	115	100
NCKAP1L	445	342	329	1314	343	830	872	791	128	132
MMP19	212	117	130	861	132	605	902	579	20	334
PFDN5	3831	5510	5362	7094	7023	8002	4978	1461	19586	11516
SPATS2	465	1662	696	884	725	1383	927	815	2450	1452
ORMDL2	1058	835	1036	1192	1034	1205	949	424	2838	2326
NR4A1	2844	614	3500	5386	436	6962	10614	953	2003	6654
PDE1B	42	26	19	305	37	135	84	51	24	38
HOXC13	3	0	0	17	0	0	0	1	109	4
CDK2	627	1273	853	1140	903	2106	1677	877	2123	2237
LRP1	7929	2308	5385	27695	3168	32038	20094	10051	6122	16706
HOXC11	0	0	1	256	54	6	32	0	7	29
ATG101	463	603	904	938	858	1403	1275	129	2406	1662
NFE2	18	297	29	7	8	246	4	8	470	50
HOXC12	0	0	0	34	0	2	0	0	23	1
IKZF4	111	207	142	554	80	570	258	237	306	246
SMUG1	349	480	515	953	584	1280	1028	352	2600	1619
TUBA1B	4477	6335	9937	10675	16372	14576	10786	4527	20637	18780
EEF1AKMT3	108	207	351	374	117	427	387	201	623	471
KBTBD4	180	163	100	338	326	449	294	241	475	357
TYRL	0	0	0	0	0	0	0	0	0	0
SARDH	55	20	34	75	23	132	61	61	97	9
DBH	3	3	4	6	0	7	4	20	6	3
ATPAF1	1526	951	922	1838	1986	1731	1403	1049	2946	3327
STIL	385	665	398	348	715	654	703	1520	1312	1503
HJURP	335	916	426	367	861	1013	1145	635	2892	3025
IL13RA2	48	20	10	16	17	9	21	4	2	15
COL10A1	7	225	581	2090	220	3647	5758	692	39	1564
AMD1	1754	2544	1647	3165	2010	5221	5181	1987	5889	6183
NDUFAF4	384	484	371	625	334	921	1049	104	1780	1456
USP45	134	362	104	458	156	523	700	543	823	729
PLP1	6	29	0	885	4	727	30	14	3	0
SERPINA7	7	0	0	0	0	8	1	0	0	0
MORF4L2	2991	5026	2620	8452	5306	8871	9543	2150	8346	20151
H2BFWT	0	0	0	0	0	4	0	0	0	0
RAB9B	4	7	3	305	3	154	34	21	20	1
NRK	2	4	9	251	4	58	15	30	2	1
FAM199X	738	2089	630	1633	556	2873	3378	1132	3111	2496
ESX1	0	0	0	0	0	0	0	0	0	2
MAGEA9	0	0	0	0	0	0	0	0	0	0
ATXN3L	0	0	0	0	0	0	0	0	0	0
RAB9A	442	626	320	791	363	880	1165	236	1086	867
METTL8	324	332	365	787	362	1042	1091	875	1003	806
TTC21B	203	480	180	473	434	741	761	348	861	631
NMI	476	1459	368	1324	1008	854	1105	634	1719	2773
TNFAIP6	45	264	102	337	46	284	432	76	21	295
ACVR1C	147	185	82	38	19	402	107	175	133	156
BAZ2B	319	892	317	1301	316	1540	1352	2951	2953	1177
SLC36A1	491	291	366	930	499	1820	1305	671	776	424
LPGAT1	912	2133	848	3253	836	3993	3615	5339	4898	8851
BATF3	45	79	35	113	57	83	53	65	41	33
G0S2	119	327	367	239	187	204	590	434	3097	386
KCNJ2	127	133	205	220	45	488	146	1185	1367	1446
RAP2C	560	1086	320	1176	369	1694	1991	475	1931	1638
EXOSC9	362	645	392	885	651	1044	867	500	1921	2341
PLA2G12A	661	992	587	1181	482	1986	1317	661	964	1937
B9D2	119	118	179	209	317	204	185	119	178	457
COQ8B	535	449	648	801	711	1454	846	651	2305	2103
PFKFB2	2393	773	1410	1987	2911	2527	2083	2647	3257	3617
C4BPA	1394	204	108	48	106	69	91	22	1	276
C4BPB	476	111	400	364	234	50	211	175	128	1439
ZNF137P	32	37	32	39	7	45	72	40	283	5
RAB38	17	667	18	103	15	44	42	65	496	39
GPR83	5	1	1	8	0	9	5	11	34	4
AGO2	893	1235	1228	3779	622	7155	5046	4821	4813	4684
MXD4	1802	1025	2145	3782	1599	3156	2314	843	2883	2710
PMS2P5	9	10	25	8	5	62	20	8	87	17
CKS2	856	1151	1475	674	1428	1882	1689	602	3678	5808
DAW1	0	0	1	3	0	5	0	0	44	2
ACSL3	1396	3593	1057	4186	1415	7681	5302	1830	7768	11293
CHPF	3510	2672	4619	8871	2412	13181	7532	846	32327	22117
DNPEP	1988	1873	3912	2808	4955	5037	4735	1248	8818	5892
INHA	0	4	0	7	0	73	5	6	0	91
MOGAT1	0	0	1	0	0	5	1	4	0	8
OBSL1	241	973	183	1830	87	3886	681	132	64	243
FAM124B	5	9	8	187	0	78	14	10	156	34
SLC12A4	640	758	453	3339	432	2779	1256	1076	3235	1080
ENKD1	143	246	274	520	236	746	560	118	692	796
MC3R	0	0	0	0	0	0	2	0	12	0
GCNT7	3	1	0	6	1	9	7	135	15	7
CTCFL	0	1	0	1	0	0	3	0	2	0
HMGB1P1	1	3	3	6	4	18	8	1	150	16
FAM210B	520	1357	636	4002	1155	2733	2555	721	1331	3272
PI3	2004	1076	2590	4210	143	761	3270	494	28	37400
FAM209A	2	7	0	4	0	1	10	10	4	4
SNX21	161	503	167	715	159	676	731	198	808	419
SLPI	1245	1227	258	2139	1470	299	3213	681	209	20237
WFDC3	21	43	195	82	8	15	23	24	162	10
TTPAL	318	525	196	666	266	1849	2301	757	1963	1012
PREX1	622	479	550	1619	387	1288	1189	1062	248	363
KCNS1	4	0	3	16	0	5	6	19	6	29
SLC12A5	3	1	9	31	2	23	9	21	7	13
ARHGAP40	2	342	1	1	1	1	3	1	538	12
SDC4	3608	18686	3018	8325	3068	15322	23580	2358	26899	10248
NCOA3	550	1549	502	2051	379	3363	3407	2066	2963	1978
PIGT	3483	2565	4253	5993	6086	10820	10664	1111	13149	13761
SEMG2	0	3	1	7	0	0	0	54	0	48
MATN4	1	3	1	2	2	1	10	1	12	2
NCOA5	750	1371	800	1300	832	3143	3076	635	3210	2509
VAPB	1271	2457	1307	2828	2015	5486	5250	1486	5227	3894
PARD6B	219	823	133	520	245	617	894	353	2533	841
ATP5F1E	2374	3337	3506	6707	1415	10689	13407	1433	21122	13669
CHD6	425	665	483	1705	305	3149	2496	2245	2798	1290
PLCG1	849	1090	1120	2626	737	5840	4011	1739	6296	1425
TOX2	86	47	51	356	163	208	89	37	28	92
SRSF6	2766	4671	2361	4575	5660	9292	8479	2464	10362	8202
GDAP1L1	2	3	0	14	0	13	3	154	6	1
GTSF1L	0	1	0	1	0	0	0	3	0	0
ARFGEF2	1244	1981	1169	2425	1351	5364	6901	3197	4807	4040
ZNFX1	1031	2296	923	3843	1564	3847	5752	4640	6610	2872
ZNF831	30	20	13	40	8	29	40	91	14	3
EDN3	79	250	9	135	28	84	474	58	11	331
CSE1L	1944	4467	1949	4190	3562	8197	10922	1214	11119	8035
TMEM189-UBE2V1	0	0	0	2	0	1	1	1	1	2
RAB22A	898	1733	635	2390	929	3417	4922	1436	5399	3419
PTGIS	45	82	88	9295	48	1436	182	105	82	42
STAU1	2298	4685	2322	6715	2685	11551	14600	2950	15700	9171
CDH26	4	5	3	25	2	17	27	10	156	7
SNAI1	85	143	107	354	138	334	424	105	791	430
MOCS3	214	252	233	391	108	1190	1361	91	1077	628
STX16	892	1445	642	1757	475	3693	4992	1978	9039	2440
PPP4R1L	76	144	109	274	29	196	168	189	198	294
PMEPA1	2944	17389	3511	4826	815	20301	20535	1347	18269	1820
RNF114	1773	2593	2322	2779	3734	6381	7618	1938	9116	4954
ANKRD60	0	0	0	0	0	0	0	0	1	0
DDX27	768	896	805	1604	821	6270	7330	749	9203	2228
RBPJL	0	0	1	0	0	1	2	5	2	1
SEMG1	3	16	19	34	1	0	1	57	0	810
C20orf85	1	0	0	0	0	0	1	0	3	0
BCAS4	11	94	67	179	52	256	538	78	2273	176
KCNK15	4	2	4	63	196	15	48	102	20	890
TP53TG5	9	22	14	37	4	32	28	61	49	18
PCK1	114	653	55	1622	330	471	2869	163	1009	1225
ZBP1	205	215	127	146	23	52	654	421	178	117
NEURL2	14	8	20	29	4	33	29	26	37	16
MAGEA10	0	0	0	1	0	0	1	3	0	1
MTRR	444	596	298	1155	729	1315	999	860	1663	1513
FASTKD3	129	242	121	231	181	396	322	135	658	607
PEPD	1164	1386	1580	3103	4733	3297	3552	621	3406	1794
CHST8	1	3	1	43	4	18	4	0	0	1
IQSEC2	275	236	327	833	314	743	873	739	556	802
VAMP7	659	807	453	1948	897	1969	2121	319	1114	2836
IL9R	3	7	5	4	7	7	7	20	8	8
XG	8	5	12	8	5	48	23	4	1	5
STAMBP	803	960	601	1629	1468	2807	1981	1125	3118	2249
NAGK	853	758	747	1864	1143	1689	1458	1079	1208	1380
MCEE	181	120	118	247	145	246	198	142	174	532
PAIP2B	132	51	167	301	221	440	230	121	80	495
SNRNP27	215	610	228	1073	240	987	793	209	1846	2336
MPHOSPH10	420	597	330	1153	361	1916	1563	336	2440	2727
IL17C	10	211	8	3	18	4	4	9	8	190
NDUFB4P12	1	5	0	0	1	1	1	0	7	4
ATP8A1	440	559	406	1625	378	702	1412	1194	98	410
USP22	3327	3699	3958	9944	4194	16857	4744	4697	14540	7673
POF1B	2520	1911	1413	3573	4534	4651	9083	3563	2482	6812
HIF3A	66	20	9	789	12	238	19	36	159	53
ZNF576	288	162	222	397	399	793	688	218	605	711
IRGC	0	0	0	0	0	0	0	1	1	0
ZNF45	134	245	157	387	321	604	316	302	646	436
LYPD3	43	58	88	53	24	181	98	11	1624	349
PSG8	0	0	0	0	0	0	0	0	0	0
CEACAM8	12	2	10	1	5	1	2	14	1	3
NDP	29	58	2	9	5	14	64	0	0	33
USP9X	1694	2623	1642	6551	3369	7251	7826	12268	7050	7159
CRISP2	0	0	0	0	0	0	0	0	0	0
F13A1	566	376	264	1618	226	886	144	203	97	11
GRM4	73	1	3	12	7	4	10	1	22	8
TRERF1	180	130	152	1272	153	560	277	350	1327	1349
PACSIN1	5	5	6	80	3	29	13	21	66	10
BTN2A2	202	325	184	475	133	422	398	586	602	49
SIRT5	306	354	399	485	488	1176	993	291	2739	1388
MRS2	686	894	710	1019	1330	1309	1613	570	1829	2501
WRNIP1	939	1544	1148	1796	1526	3213	3373	746	4892	3295
RRP36	707	728	532	1259	884	1720	1619	787	2228	1998
BTN2A3P	48	70	30	127	74	174	170	381	188	136
BTN1A1	12	0	2	8	6	1	8	6	196	8
SNRPC	1295	1228	1447	2510	3248	3681	3914	451	7081	4970
SLC17A3	0	0	0	0	0	0	0	1	0	0
SLC17A1	0	0	1	0	0	1	1	3	0	0
SERPINB6	2613	4163	5475	6508	5440	5627	10331	4436	10458	13943
XPO5	909	986	1311	2021	1437	4991	4614	2151	4099	3581
ABCC10	612	351	601	941	815	3134	1996	761	2604	1448
HIST1H1D	3	11	0	2	0	12	7	2354	7	5
PEX6	293	507	2313	1031	333	1207	900	531	3650	1395
NQO2	327	561	401	985	1546	1032	879	617	3603	1439
AL365205.1	92	188	70	245	97	194	233	249	255	552
OARD1	329	427	621	879	808	1293	861	542	3427	3400
UNC5CL	338	67	222	160	473	436	494	107	1454	782
AARS2	309	306	481	770	541	1130	1086	451	1592	1808
HIST1H1A	0	0	0	0	0	0	0	12	0	0
ZNF391	17	91	43	187	72	123	298	54	11	176
MOCS1	348	97	57	559	93	303	255	100	38	68
HIST1H2BJ	25	22	18	35	35	35	29	1546	88	82
MED20	330	578	351	806	719	1349	982	346	1219	1065
OR2B6	2	0	0	1	0	2	1	6	3	3
TBCC	410	626	321	809	582	1085	1091	217	2076	753
SPDEF	265	231	1511	1167	423	492	94	34	179	6589
TCP11	193	83	2	125	0	37	5	5	1	1
MAD2L1BP	577	459	551	845	1307	1243	1303	312	1891	1293
APOBEC2	0	1	1	28	2	6	3	83	9	0
KLHDC3	1494	1161	1727	3670	3823	4156	3387	762	3523	4481
GNMT	8	2	3	5	17	7	5	9	24	3
DNAH8	2	1	4	5	0	2	4	21	0	2
TREM1	47	121	102	202	112	111	264	470	27	325
MEA1	760	896	817	1892	1494	2398	2194	557	4566	3489
KLHL31	3	32	15	9	9	84	23	28	434	49
COL21A1	11	9	22	176	28	232	5	7	7	18
CDKN1A	8220	5393	3733	11748	5139	4943	7134	2721	2641	13820
SOX4	2316	7786	3344	4360	783	14207	5473	2730	7081	4053
GLO1	2096	3771	1989	5480	3807	4877	6238	1446	8939	9497
CPNE5	369	117	108	485	69	161	257	79	39	157
KCNK17	13	5	7	18	4	15	6	4	3	0
RREB1	1116	1573	1199	3393	731	3861	3211	5846	6276	4318
SSR1	3292	4705	2647	8514	2973	7546	8759	4453	12536	25319
RIOK1	399	530	391	914	631	1420	1853	306	1918	1674
NRN1	27	81	88	719	27	635	1313	396	35	3087
SLC35B3	612	773	431	772	607	1220	1552	276	1376	1458
RPP40	206	93	154	194	153	354	427	55	617	434
ATXN1	620	889	478	2810	321	2068	1553	1995	2258	958
NUP153	778	1457	836	1819	1023	3129	3635	2393	3859	2413
DEK	2126	5369	2013	6074	2413	9833	11391	2804	16346	10951
EEF1E1	126	238	90	412	190	572	507	75	663	1092
CRISP1	0	0	0	0	0	0	0	0	0	0
RUNX2	152	205	230	498	28	310	780	468	447	398
OPN5	0	0	0	0	0	2	0	1	0	0
GCM2	2	0	0	0	0	0	0	12	1	0
LRRFIP1	1468	2440	1469	7637	1312	5899	8243	4544	9601	10521
AC105760.1	0	0	0	0	0	0	0	39	1	0
RAB17	483	645	279	306	1097	202	1756	468	1173	1279
CXCL6	96	262	46	18	54	48	233	15	26	38
EREG	645	3747	22	289	62	3354	7295	27	780	84
TRIM51	0	0	0	0	0	0	0	0	0	0
AP002380.1	0	2	0	10	9	4	5	243	45	58
MYRF	376	335	630	3950	3039	464	1334	3938	12031	5937
SCGB1D2	0	0	0	0	0	0	0	0	0	0
SCGB2A1	13	10	13	6	8	0	4	0	0	15
AHNAK	6384	12521	5313	78038	4168	30468	27577	32617	31848	16498
EMC3	1064	768	993	1906	1482	2654	1577	665	3914	3378
SSUH2	30	2	8	105	544	82	63	27	1837	6
WNT1	1	1	1	0	0	0	0	2	2	0
SH3TC1	450	156	206	902	468	826	679	504	2278	649
CNOT1	3463	2800	3805	7509	5419	13803	14058	9055	8865	11899
LRRC29	36	15	33	65	38	116	91	41	180	56
BBS2	588	857	497	1228	1260	838	1226	363	3679	1602
MT1G	198	418	1937	2296	629	79	3857	61	127	1200
MT2A	562	4080	2368	7331	547	1179	3883	406	2116	4564
C16orf70	240	317	283	708	646	946	916	382	1087	976
GOT2	3189	2882	4318	5355	4953	7226	7003	2869	10721	11882
DOK4	2002	852	924	2439	2376	4056	4574	966	3064	6524
PIWIL1	15	1109	1	804	544	22	11	878	1280	2208
GPR18	8	25	11	9	11	12	50	654	17	8
CLYBL	332	313	200	291	513	174	415	393	2424	797
TMTC4	466	702	400	1101	751	1486	1420	1226	3779	1348
RAP2A	778	1167	785	1413	374	1920	2450	968	1699	1949
SLC10A2	0	0	0	0	0	0	0	0	0	0
ABCC4	288	271	524	877	126	1103	1309	268	914	180
EFNB2	2600	3657	1928	4316	1364	5764	11398	2544	2144	6652
SOX21	9	0	0	1	0	3	2	1	0	0
TM9SF2	5112	6279	3927	10481	5980	10017	13699	3912	16800	14011
C17orf53	93	112	145	132	231	479	382	216	389	443
KIF25	9	2	0	2	5	12	19	9	4	11
IRF1	1588	4666	2349	4081	6651	3058	2626	8488	9152	4821
UPF3B	175	301	136	574	335	1080	912	260	1037	1766
RNF113A	270	192	252	511	563	805	946	117	1182	786
SEPT6	541	613	293	2162	295	1549	642	1126	508	780
TMEM255A	15	9	18	142	9	82	57	11	6	8
NDUFA1	1482	1243	1399	2400	1330	2388	2983	603	4200	6244
AMELX	3	1	2	2	0	26	13	3	2	10
ATP5S	450	383	591	687	319	1109	752	572	1683	1262
BMP4	1181	1638	938	4710	2752	4322	1957	773	25968	9877
PTGER2	81	92	719	241	36	321	126	53	16	2112
AL161781.1	0	0	1	0	2	0	0	1	5	1
FAM193A	455	475	439	1215	506	1705	1247	1339	2431	1298
GRK4	63	30	48	182	26	130	119	96	79	133
SOX9	4269	7296	4027	19572	5080	16954	14971	2585	35103	14637
TEKT3	3	6	4	11	0	5	6	9	5	10
MYH2	0	1	0	2	3	2	0	3	0	0
HS3ST3B1	80	81	59	213	30	212	160	137	131	116
SLC25A35	157	98	110	193	161	310	178	154	235	195
MRPS7	1645	1007	1594	2321	2709	3251	2457	632	4257	4507
GGA3	781	601	816	1610	919	2957	2299	1326	3009	1726
ARMC7	341	356	313	581	595	1052	769	171	1262	1048
NUP85	821	945	946	1384	2665	2879	2287	1046	2624	2130
SLC25A19	223	122	195	307	341	651	611	265	367	689
MIF4GD	426	360	619	988	1057	1159	873	269	1862	611
NT5C	667	923	1015	776	855	1577	1031	259	4160	1997
MSTO1	117	95	154	308	197	447	394	139	495	643
C1orf61	2	0	0	5	1	3	4	4	6	2
TTF1	193	316	256	604	157	798	624	360	2053	1103
GTF3C4	587	909	968	1543	682	2525	1816	1240	3159	2689
DDX31	282	359	586	499	470	1015	835	571	3022	1047
BARHL1	0	0	0	1	0	0	2	8	0	0
KIR2DL1	0	5	0	1	3	1	0	3	0	0
PPP1R12C	985	747	985	6380	888	4714	3536	1078	3203	2746
MBOAT7	1690	1856	2004	2991	2876	4076	3988	1605	8477	3607
SRMS	103	44	253	209	147	98	222	95	42	209
OPRL1	26	110	31	109	10	64	46	10	376	9
LINC00029	0	0	0	0	0	0	0	0	1	0
SLC2A4RG	574	2060	1128	1499	292	4434	1865	269	7724	1314
NPBWR2	0	0	0	0	0	0	0	0	0	0
FNDC11	12	6	40	11	28	16	39	74	29	12
BHLHE23	0	0	0	0	0	0	0	0	0	0
PPDPF	4366	8224	9092	8054	3046	19295	15084	716	33851	15375
IL1B	765	423	553	178	733	335	549	1842	11	4193
PLGLB2	0	0	0	0	0	4	0	5	0	2
IL37	5	1	70	2	8	4	3	23	12	4
CHCHD5	422	363	543	573	477	523	618	131	1662	1274
PAX8	36	165	267	235	91	98	156	1823	1901	237
INSIG2	228	1060	317	1009	410	1307	1341	280	3722	1772
POLR1B	554	564	555	1031	1042	2024	2299	802	2524	2459
HTR5BP	0	4	0	4	1	4	5	80	6	2
CCDC93	669	953	615	1427	874	2354	2179	2018	2991	1811
PSD4	1618	1190	1008	2010	2368	1809	3796	3420	6021	5568
SLC25A23	1245	978	1174	5250	1192	3461	3803	1636	1474	5825
PSPN	55	72	101	191	129	198	160	121	189	265
GTF2F1	1359	1177	2241	3663	2344	5343	4896	599	5778	7141
ALKBH7	1231	979	2099	1238	2862	1962	1392	152	2048	2930
CLPP	1343	1185	1984	1787	2490	2270	2268	306	2562	4273
TNFSF9	162	28	261	1010	190	65	156	598	55	2820
GRIA3	1	6	5	35	1	46	13	16	5	16
THOC2	588	1098	548	2473	679	3725	4339	2022	4105	4905
MED1	468	585	468	1698	444	2812	2890	2007	2969	2628
AC046185.1	0	0	0	0	0	0	0	0	0	0
ATG4C	157	232	119	402	131	375	329	86	289	645
CD70	14	20	28	259	25	39	94	40	10	47
C3	1520	2443	3925	70474	932	18105	9734	3465	493	53177
SH2D3A	745	1171	692	681	906	980	1826	474	1721	2719
TRIP10	669	2556	1053	2625	1455	2878	3164	878	4170	4882
GPR108	1169	972	1278	1899	2600	2361	1963	843	2116	3038
TNFSF14	25	26	24	183	27	72	44	158	9	168
FOSB	610	120	207	5972	43	3446	8356	421	251	899
OPA3	572	644	465	1387	610	1944	1698	580	2032	1552
SNRPD2	2275	2151	3947	3824	5598	5767	7552	957	12162	11723
RTN2	99	478	208	557	162	384	273	100	444	327
EML2	1106	1051	1331	1780	1505	1553	2375	849	7275	4424
VASP	3873	11908	3698	8164	3263	8296	9392	2390	22818	12625
SYMPK	2183	1571	2399	3967	2762	5769	5682	2026	8571	5529
GPCPD1	1054	1073	825	1554	456	3450	4382	2119	1301	2983
SDCBP2	2099	1655	381	1537	1814	325	3715	687	1175	6512
PANK2	383	886	357	1013	457	1740	1521	766	831	1242
TGM3	29	3	6	16	277	5	14	9	2	98
GNRH2	2	0	0	0	0	2	3	30	1	0
DEFB126	0	0	0	0	0	0	2	0	0	0
FOXA2	189	664	2104	476	116	4483	1089	217	25	3523
FAM182A	0	0	0	15	1	2	1	3	2	3
CD93	973	699	788	7854	501	4654	1724	1449	460	2354
GZF1	248	372	239	673	306	1459	1623	464	2236	989
PAX1	0	0	0	4	0	2	1	0	1	0
NAPB	109	392	117	642	181	649	594	497	1304	1337
CST8	0	0	1	0	0	0	0	0	0	12
NKX2-4	0	0	0	0	1	0	0	0	0	0
CENPB	2060	2445	2520	6049	3183	8718	8243	1110	9807	6554
NKX2-2	0	6	5	1	0	56	2	0	0	0
DTD1	389	1050	848	1201	1103	3157	2927	348	5025	2870
CSTL1	2	0	1	1	0	1	2	2	35	1
RBCK1	2257	2183	3175	4604	4641	9218	11271	1792	12818	6669
TMX4	1230	1694	781	4386	1525	3485	2801	1060	2364	2500
CST11	1	0	0	1	0	1	0	0	0	0
